episode,step,agent_id,observation,continuous_action,discrete_action,reward,done,action
1,13,0,"[0.17039801180362701, -0.2521967887878418, 1.33428955078125, 3.52209210395813, -1.1868741512298584, -0.3859601616859436, -1.6041231155395508, -2.5312929153442383]","[0.910716712474823, 0.3929029703140259]",[],0.1,False,
1,13,1,"[-0.10508064925670624, 0.13536864519119263, 0.42992496490478516, 2.3561010360717773, 2.605313301086426, -0.3482237756252289, -0.7857063412666321, 3.105954885482788]","[0.824682354927063, 0.3694831430912018]",[],0.1,False,
1,13,2,"[0.25411349534988403, -0.2070479393005371, -2.622969627380371, 1.5995111465454102, -1.2388222217559814, -2.440387725830078, -2.7498769760131836, -2.5228114128112793]","[-0.36613693833351135, 0.4969782829284668]",[],0.1,False,
1,13,3,"[0.11520823836326599, 0.2621205151081085, -1.4637880325317383, 3.7217531204223633, -0.7744584083557129, -1.954932451248169, -1.3546231985092163, 0.4732142686843872]","[0.9379993677139282, 0.1740482598543167]",[],0.1,False,
1,13,4,"[-0.10875318199396133, 0.2542392313480377, 0.9495182037353516, 2.0272789001464844, 2.5137290954589844, -0.09430215507745743, -2.6714627742767334, 2.1969499588012695]","[-0.5218337774276733, 0.5694897174835205]",[],0.1,False,
1,13,5,"[-0.004225510638207197, -0.18695299327373505, 0.380903959274292, 3.4281864166259766, 0.050628662109375, 0.19339469075202942, -1.8234517574310303, -1.3608522415161133]","[-0.7431071996688843, 0.6456704139709473]",[],0.1,False,
1,13,6,"[0.03936203196644783, 0.2186013162136078, 2.554414749145508, 3.3425989151000977, 0.27353334426879883, 1.716969609260559, -2.539074420928955, 1.5817348957061768]","[-0.3216088116168976, -0.215892031788826]",[],0.1,False,
1,13,7,"[0.2530633807182312, -0.05291784182190895, 0.2840626537799835, 3.5991506576538086, -0.24868488311767578, -1.172922134399414, -0.9462339282035828, -0.5116780400276184]","[0.12797588109970093, 0.6712232232093811]",[],0.1,False,
1,13,8,"[0.06509538739919662, 0.26222577691078186, 0.30432891845703125, 2.3313088417053223, 2.119736671447754, 0.9021848440170288, -2.236699342727661, 2.536231279373169]","[-0.5241804122924805, 0.5977587699890137]",[],0.1,False,
1,13,9,"[-0.16567659378051758, -0.0924183577299118, 1.3888181447982788, 2.8835983276367188, 0.7094054222106934, 3.0269386768341064, -1.056699275970459, 0.004311446100473404]","[-0.3595532178878784, -0.08698862791061401]",[],0.1,False,
1,13,10,"[0.24859093129634857, -0.23969723284244537, -0.8647489547729492, 1.7657818794250488, -2.9053306579589844, -1.6134754419326782, -2.429692268371582, -2.505051851272583]","[-0.007249877788126469, 0.3171660006046295]",[],0.1,False,
1,13,11,"[0.13255789875984192, 0.258025199174881, -2.1927499771118164, 1.7622795104980469, 1.9395718574523926, -2.034688949584961, -2.313098907470703, 2.8358404636383057]","[-0.27787038683891296, -0.3459548056125641]",[],0.1,False,
1,14,10,"[0.24727489054203033, -0.22412799298763275, -0.9493312835693359, 1.701927661895752, -3.0197575092315674, -1.6885396242141724, -2.389172315597534, -2.5214931964874268]",,,-1.0,True,
2,0,0,"[0.04953581839799881, 0.056931909173727036, -1.4143142700195312, 3.9960761070251465, 0.1972341537475586, 0.0, -0.1961999237537384, 0.0]","[0.546229898929596, -0.1561819165945053]",[],0.1,False,
2,0,1,"[0.07883814722299576, -0.06668204069137573, -1.4344263076782227, 3.9960761070251465, 0.941288948059082, 0.0, -0.1961999237537384, 0.0]","[0.7695181369781494, -0.9173301458358765]",[],0.1,False,
2,0,2,"[0.0005746749811805785, 0.0259279552847147, 0.6253738403320312, 3.9960756301879883, -0.5704145431518555, 0.0, -0.1961999237537384, 0.0]","[-0.6434507369995117, 0.2096530944108963]",[],0.1,False,
2,0,3,"[-0.031507398933172226, -0.035620033740997314, -0.15752124786376953, 3.9960761070251465, 0.6086764335632324, 0.0, -0.1961999237537384, 0.0]","[0.616820216178894, 0.7715393304824829]",[],0.1,False,
2,0,4,"[-0.06811980903148651, 0.015344475395977497, -0.41878509521484375, 3.9960756301879883, -0.8864555358886719, 0.0, -0.1961999237537384, 0.0]","[0.13218456506729126, -0.3527703881263733]",[],0.1,False,
2,0,5,"[-0.0020550836343318224, -0.004652942530810833, 0.5532016158103943, 3.9960756301879883, 0.8568410873413086, 0.0, -0.1961999237537384, 0.0]","[0.6807465553283691, 0.6307013630867004]",[],0.1,False,
2,0,6,"[0.009172242134809494, 0.015384056605398655, -1.3638296127319336, 3.9960756301879883, -1.2134637832641602, 0.0, -0.1961999237537384, 0.0]","[-0.8896864056587219, 0.8651182055473328]",[],0.1,False,
2,0,7,"[-0.007839507423341274, 0.010556552559137344, 1.1423753499984741, 3.9960761070251465, 0.40343761444091797, 0.0, -0.1961999237537384, 0.0]","[0.9642151594161987, 0.47755342721939087]",[],0.1,False,
2,0,8,"[0.036271560937166214, -0.0460975281894207, 0.568939208984375, 3.9960761070251465, 0.3260631561279297, 0.0, -0.1961999237537384, 0.0]","[-0.5146306157112122, -0.7821449637413025]",[],0.1,False,
2,0,9,"[-0.08244037628173828, 0.05416848510503769, 0.20919036865234375, 3.9960761070251465, -0.32091569900512695, 0.0, -0.1961999237537384, 0.0]","[-0.8641772270202637, 0.3602149486541748]",[],0.1,False,
2,0,10,"[0.03986462205648422, -0.07645373791456223, 0.6866855621337891, 3.9960761070251465, -0.8382730484008789, 0.0, -0.1961999237537384, 0.0]","[-0.3541460335254669, -0.3274744749069214]",[],0.1,False,
2,0,11,"[0.010741359554231167, 0.013521320186555386, -0.5994834899902344, 3.9960761070251465, -0.23435544967651367, 0.0, -0.1961999237537384, 0.0]","[0.25023114681243896, -0.273759126663208]",[],0.1,False,
2,1,0,"[0.09694104641675949, 0.043149277567863464, -1.4143142700195312, 3.9175961017608643, 0.1972341537475586, 0.0, -1.1771994829177856, 0.0]","[-0.10599003732204437, -0.941980242729187]",[],0.1,False,
2,1,1,"[0.14556831121444702, -0.14535318315029144, -1.4344263076782227, 3.9175961017608643, 0.941288948059082, 0.0, -1.1771994829177856, 0.0]","[0.6700620651245117, -0.012975640594959259]",[],0.1,False,
2,1,2,"[-0.055531326681375504, 0.04416176676750183, 0.6253738403320312, 3.917595863342285, -0.5704145431518555, 0.0, -1.1771994829177856, 0.0]","[0.29433247447013855, 0.0688202828168869]",[],0.1,False,
2,1,3,"[0.022356510162353516, 0.031641896814107895, -0.15752124786376953, 3.9175963401794434, 0.6086764335632324, 0.0, -1.1771994829177856, 0.0]","[-0.28314852714538574, -0.6385864019393921]",[],0.1,False,
2,1,4,"[-0.05654691159725189, -0.015360766090452671, -0.41878509521484375, 3.917595863342285, -0.8864555358886719, 0.0, -1.1771994829177856, 0.0]","[0.330903023481369, 0.03446131944656372]",[],0.1,False,
2,1,5,"[0.057287249714136124, 0.05033860355615616, 0.5532016158103943, 3.917595863342285, 0.8568410873413086, 0.0, -1.1771994829177856, 0.0]","[0.9191489219665527, 0.4464973509311676]",[],0.1,False,
2,1,6,"[-0.06835886090993881, 0.0906459242105484, -1.3638296127319336, 3.917595863342285, -1.2134637832641602, 0.0, -1.1771994829177856, 0.0]","[0.4826734662055969, -0.13212266564369202]",[],0.1,False,
2,1,7,"[0.07620995491743088, 0.05212796479463577, 1.1423753499984741, 3.9175963401794434, 0.40343761444091797, 0.0, -1.1771994829177856, 0.0]","[0.9213801026344299, 0.5183795094490051]",[],0.1,False,
2,1,8,"[-0.008543395437300205, -0.11410070955753326, 0.568939208984375, 3.9175961017608643, 0.3260631561279297, 0.0, -1.1771994829177856, 0.0]","[-0.2535924017429352, 0.07866557687520981]",[],0.1,False,
2,1,9,"[-0.1572924256324768, 0.08485464006662369, 0.20919036865234375, 3.9175961017608643, -0.32091569900512695, 0.0, -1.1771994829177856, 0.0]","[0.03317438066005707, -0.5401764512062073]",[],0.1,False,
2,1,10,"[0.009122626855969429, -0.10494992136955261, 0.6866855621337891, 3.9175963401794434, -0.8382730484008789, 0.0, -1.1771994829177856, 0.0]","[0.9624392986297607, 0.537338137626648]",[],0.1,False,
2,1,11,"[0.03256019204854965, -0.010369732044637203, -0.5994834899902344, 3.9175963401794434, -0.23435544967651367, 0.0, -1.1771994829177856, 0.0]","[-0.29887568950653076, -0.1261441856622696]",[],0.1,False,
2,2,0,"[0.08690973371267319, -0.038598719984292984, -1.4143142700195312, 3.741016387939453, 0.1972341537475586, 0.0, -2.1581990718841553, 0.0]","[-0.6437342166900635, 0.5131152868270874]",[],0.1,False,
2,2,1,"[0.20251470804214478, -0.1460723876953125, -1.4344263076782227, 3.741016387939453, 0.941288948059082, 0.0, -2.1581990718841553, 0.0]","[-0.07426750659942627, 0.5883595943450928]",[],0.1,False,
2,2,2,"[-0.0299003254622221, 0.050169914960861206, 0.6253738403320312, 3.741016387939453, -0.5704145431518555, 0.0, -2.1581990718841553, 0.0]","[0.39715147018432617, 0.6729024052619934]",[],0.1,False,
2,2,3,"[-0.002384366001933813, -0.024058545008301735, -0.15752124786376953, 3.741016387939453, 0.6086764335632324, 0.0, -2.1581990718841553, 0.0]","[0.43683528900146484, -0.6538354158401489]",[],0.1,False,
2,2,4,"[-0.027709025889635086, -0.012268039397895336, -0.41878509521484375, 3.741016387939453, -0.8864555358886719, 0.0, -2.1581990718841553, 0.0]","[0.5509845614433289, -0.9550299048423767]",[],0.1,False,
2,2,5,"[0.1369294822216034, 0.08896336704492569, 0.5532016158103943, 3.741016387939453, 0.8568410873413086, 0.0, -2.1581990718841553, 0.0]","[0.8353037238121033, 0.7060427069664001]",[],0.1,False,
2,2,6,"[-0.026460332795977592, 0.07912577688694, -1.3638296127319336, 3.741016387939453, -1.2134637832641602, 0.0, -2.1581990718841553, 0.0]","[0.915130078792572, -0.326969176530838]",[],0.1,False,
2,2,7,"[0.15588970482349396, 0.0967925488948822, 1.1423753499984741, 3.741016387939453, 0.40343761444091797, 0.0, -2.1581990718841553, 0.0]","[0.5513378977775574, -0.22164438664913177]",[],0.1,False,
2,2,8,"[-0.030504830181598663, -0.10720139741897583, 0.568939208984375, 3.741016387939453, 0.3260631561279297, 0.0, -2.1581990718841553, 0.0]","[-0.6172075867652893, -0.6210319995880127]",[],0.1,False,
2,2,9,"[-0.15401335060596466, 0.03840935230255127, 0.20919036865234375, 3.741016387939453, -0.32091569900512695, 0.0, -2.1581990718841553, 0.0]","[0.014713427051901817, -0.6451732516288757]",[],0.1,False,
2,2,10,"[0.09240075200796127, -0.057940054684877396, 0.6866855621337891, 3.741016387939453, -0.8382730484008789, 0.0, -2.1581990718841553, 0.0]","[-0.7782955169677734, 0.7887567281723022]",[],0.1,False,
2,2,11,"[0.006474896799772978, -0.021346714347600937, -0.5994834899902344, 3.741016387939453, -0.23435544967651367, 0.0, -2.1581990718841553, 0.0]","[-0.7766885161399841, -0.15262867510318756]",[],0.1,False,
2,3,0,"[0.03145218268036842, 0.00684572197496891, -1.4143142700195312, 3.466336488723755, 0.1972341537475586, 0.0, -3.1391985416412354, 0.0]","[0.7103707194328308, 0.3575196862220764]",[],0.1,False,
2,3,1,"[0.19543339312076569, -0.09624016284942627, -1.4344263076782227, 3.466336488723755, 0.941288948059082, 0.0, -3.1391985416412354, 0.0]","[0.9406919479370117, 0.3476669490337372]",[],0.1,False,
2,3,2,"[0.004771077074110508, 0.10863400250673294, 0.6253738403320312, 3.466336250305176, -0.5704145431518555, 0.0, -3.1391985416412354, 0.0]","[-0.262829065322876, 0.4334871172904968]",[],0.1,False,
2,3,3,"[0.035665158182382584, -0.08102843910455704, -0.15752124786376953, 3.466336727142334, 0.6086764335632324, 0.0, -3.1391985416412354, 0.0]","[-0.11048651486635208, -0.9239717721939087]",[],0.1,False,
2,3,4,"[0.020675640553236008, -0.09525268524885178, -0.41878509521484375, 3.466336250305176, -0.8864555358886719, 0.0, -3.1391985416412354, 0.0]","[0.7552610039710999, 0.29268530011177063]",[],0.1,False,
2,3,5,"[0.20821218192577362, 0.14909856021404266, 0.5532016158103943, 3.466336250305176, 0.8568410873413086, 0.0, -3.1391985416412354, 0.0]","[0.002853247569873929, 0.3016802966594696]",[],0.1,False,
2,3,6,"[0.053011417388916016, 0.05022857338190079, -1.3638296127319336, 3.466336250305176, -1.2134637832641602, 0.0, -3.1391985416412354, 0.0]","[0.9853084087371826, -0.41508981585502625]",[],0.1,False,
2,3,7,"[0.20292851328849792, 0.0776650607585907, 1.04165780544281, 3.6883296966552734, 0.42491960525512695, -1.165378212928772, -0.5380237698554993, 0.16227762401103973]","[0.8861377239227295, -0.8323536515235901]",[],0.1,False,
2,3,8,"[-0.08421342074871063, -0.16041122376918793, 0.568939208984375, 3.466336488723755, 0.3260631561279297, 0.0, -3.1391985416412354, 0.0]","[-0.9623258113861084, 0.1440947949886322]",[],0.1,False,
2,3,9,"[-0.1517922282218933, -0.017191821709275246, 0.20919036865234375, 3.466336488723755, -0.32091569900512695, 0.0, -3.1391985416412354, 0.0]","[0.283521831035614, 0.878851056098938]",[],0.1,False,
2,3,10,"[0.023952268064022064, 0.010063624009490013, 0.6866855621337891, 3.466336727142334, -0.8382730484008789, 0.0, -3.1391985416412354, 0.0]","[0.7935189008712769, 0.714945375919342]",[],0.1,False,
2,3,11,"[-0.06127044931054115, -0.03450864553451538, -0.5994834899902344, 3.466336727142334, -0.23435544967651367, 0.0, -3.1391985416412354, 0.0]","[-0.02671542391180992, 0.16433870792388916]",[],0.1,False,
2,4,0,"[0.09367217868566513, 0.0371984988451004, -1.4143142700195312, 3.0935568809509277, 0.1972341537475586, 0.0, -4.1201982498168945, 0.0]","[0.13628274202346802, 0.4674575924873352]",[],0.1,False,
2,4,1,"[0.2582637071609497, -0.06526072323322296, -1.4344263076782227, 3.0935568809509277, 0.941288948059082, 0.0, -4.1201982498168945, 0.0]","[0.21287938952445984, -0.846620500087738]",[],0.1,False,
2,4,2,"[-0.017920713871717453, 0.14619560539722443, 0.6015205383300781, 3.279080390930176, -0.5600662231445312, -0.6145285367965698, -0.0046825110912323, 0.09032820165157318]","[0.9146196842193604, -0.1933009773492813]",[],0.1,False,
2,4,3,"[0.02592906355857849, -0.16099223494529724, -0.18961811065673828, 3.3325982093811035, 0.5569033622741699, -0.6826226711273193, -0.24121302366256714, -0.6111583709716797]","[-0.9760422706604004, -0.2130202054977417]",[],0.1,False,
2,4,4,"[0.08599669486284256, -0.06927825510501862, -0.41878509521484375, 3.0935564041137695, -0.8864555358886719, 0.0, -4.1201982498168945, 0.0]","[0.17432737350463867, -0.9942470788955688]",[],0.1,False,
2,4,5,"[0.20831620693206787, 0.1744927018880844, 0.4712259769439697, 3.3844690322875977, 0.8914084434509277, -0.9381797909736633, -0.5842351317405701, 0.36676621437072754]","[-0.004827158525586128, 0.97406405210495]",[],0.1,False,
2,4,6,"[0.13806608319282532, 0.013239308260381222, -1.3638296127319336, 3.0935564041137695, -1.2134637832641602, 0.0, -4.1201982498168945, 0.0]","[0.03282313793897629, -0.053960490971803665]",[],0.1,False,
2,4,7,"[0.26155251264572144, 0.006394978612661362, 0.868819534778595, 3.907242774963379, 0.4645705223083496, -1.3666621446609497, 0.05314035713672638, 0.1908545345067978]","[-0.7072499394416809, -0.016994599252939224]",[],0.1,False,
2,4,8,"[-0.1662575602531433, -0.1467968374490738, 0.6007299423217773, 3.197361946105957, 0.3209843635559082, 1.071558952331543, -0.33435916900634766, 0.1907765418291092]","[0.61202472448349, 0.8054279088973999]",[],0.1,False,
2,4,9,"[-0.12851372361183167, 0.05913980305194855, 0.20919036865234375, 3.0935568809509277, -0.32091569900512695, 0.0, -4.1201982498168945, 0.0]","[-0.6206514239311218, 0.23595355451107025]",[],0.1,False,
2,4,10,"[0.09227616339921951, 0.07304432988166809, 0.6329450607299805, 3.317666530609131, -0.8457355499267578, -1.0279537439346313, -0.12800471484661102, -0.42053383588790894]","[0.14249786734580994, 0.7744934558868408]",[],0.1,False,
2,4,11,"[-0.06355016678571701, -0.02019384130835533, -0.5994834899902344, 3.0935568809509277, -0.23435544967651367, 0.0, -4.1201982498168945, 0.0]","[-0.7456744909286499, -0.1673782765865326]",[],0.1,False,
2,5,0,"[0.10588803142309189, 0.07758957892656326, -1.4355010986328125, 2.754254102706909, 0.19335365295410156, -0.7144564986228943, -0.0853266716003418, -0.450217068195343]","[0.9534963965415955, 0.5180950164794922]",[],0.1,False,
2,5,1,"[0.2599952518939972, -0.13618843257427216, -1.5732836723327637, 2.943901538848877, 0.9350485801696777, -1.5494098663330078, -0.8650645613670349, 0.23675471544265747]","[0.8216448426246643, 0.3324504792690277]",[],0.1,False,
2,5,2,"[0.06094353273510933, 0.128977969288826, 0.5336971282958984, 3.330057144165039, -0.5234346389770508, -0.6536754369735718, -0.1549464911222458, 0.26675206422805786]","[0.7443224191665649, 0.5545196533203125]",[],0.1,False,
2,5,3,"[-0.05821646749973297, -0.17839279770851135, -0.25086307525634766, 3.4178924560546875, 0.44272613525390625, -0.649730920791626, -0.2268160581588745, -0.8301865458488464]","[-0.35386741161346436, 0.17358694970607758]",[],0.1,False,
2,5,4,"[0.10185262560844421, -0.15491409599781036, -0.45157432556152344, 2.8301477432250977, -0.8985176086425781, -0.7493162155151367, -0.22747161984443665, -0.1995581090450287]","[0.33636826276779175, 0.20542606711387634]",[],0.1,False,
2,5,5,"[0.20648695528507233, 0.2555641829967499, 0.33996614813804626, 3.370563507080078, 0.9731416702270508, -1.072229027748108, -0.8685762882232666, 0.5617451667785645]","[0.3752678334712982, 0.6877345442771912]",[],0.1,False,
2,5,6,"[0.14082804322242737, 0.008532601408660412, -1.3725314140319824, 2.7371349334716797, -1.1998908519744873, -0.22312134504318237, -0.07353878021240234, 0.6745643019676208]","[-0.9909203052520752, -0.6364763379096985]",[],0.1,False,
2,5,7,"[0.2015068382024765, 0.006769299041479826, 0.7321532368659973, 3.853696823120117, 0.4836559295654297, -1.3666621446609497, -0.9278591871261597, 0.1908545345067978]","[-0.4661867618560791, 0.5207545161247253]",[],0.1,False,
2,5,8,"[-0.11210627108812332, -0.07890617102384567, 0.7078847885131836, 3.1050660610198975, 0.34006261825561523, 1.071558952331543, -1.3153586387634277, 0.1907765418291092]","[0.16009268164634705, 0.7650662064552307]",[],0.1,False,
2,5,9,"[-0.18210765719413757, 0.07882419973611832, 0.42586398124694824, 3.129051923751831, -0.27038002014160156, 1.8776353597640991, -0.7927942872047424, 0.378315269947052]","[0.2822183668613434, -0.7503475546836853]",[],0.1,False,
2,5,10,"[0.10354374349117279, 0.14007450640201569, 0.47777652740478516, 3.5272746086120605, -0.8260507583618164, -1.1377472877502441, -0.15917669236660004, -0.27408069372177124]","[0.5265334248542786, 0.8536607027053833]",[],0.1,False,
2,5,11,"[-0.12834540009498596, -0.0344596765935421, -0.5772762298583984, 3.2408580780029297, -0.17791128158569336, -0.023312758654356003, 0.04957123100757599, 0.6222149729728699]","[0.8332386016845703, -0.689979612827301]",[],0.1,False,
2,6,0,"[0.1881939321756363, 0.12124492973089218, -1.5069503784179688, 2.686861515045166, 0.14833307266235352, -0.7144564986228943, -1.0663262605667114, -0.450217068195343]","[-0.14174290001392365, 0.460212379693985]",[],0.1,False,
2,6,1,"[0.25948408246040344, -0.10840398818254471, -1.728224754333496, 2.798535108566284, 0.9587235450744629, -1.5494098663330078, -1.8460640907287598, 0.23675471544265747]","[-0.6947878003120422, -0.5339360237121582]",[],0.1,False,
2,6,2,"[0.12563660740852356, 0.17555010318756104, 0.41051292419433594, 3.5561399459838867, -0.40418386459350586, -0.7053011059761047, -0.3521173596382141, 0.4196511209011078]","[-0.9422650933265686, 0.46618449687957764]",[],0.1,False,
2,6,3,"[-0.08822149783372879, -0.16287818551063538, -0.31061744689941406, 3.397428512573242, 0.3428006172180176, -0.5579181909561157, -0.25476956367492676, -1.0714473724365234]","[-0.35086971521377563, 0.9652437567710876]",[],0.1,False,
2,6,4,"[0.13051295280456543, -0.13705457746982574, -0.5384187698364258, 2.8126277923583984, -0.9331283569335938, -0.8957359790802002, -0.35789865255355835, -0.37490203976631165]","[0.5914098024368286, 0.5429509878158569]",[],0.1,False,
2,6,5,"[0.23728962242603302, 0.2562662959098816, 0.1750495433807373, 3.3511829376220703, 1.0992021560668945, -1.2437809705734253, -1.2223325967788696, 0.7824512124061584]","[0.6008065938949585, -0.44411709904670715]",[],0.1,False,
2,6,6,"[0.053759098052978516, -0.045139458030462265, -1.4079337120056152, 2.7700796127319336, -1.1344988346099854, -0.34300923347473145, 0.025720924139022827, 0.666196346282959]","[-0.48810508847236633, 0.17984503507614136]",[],0.1,False,
2,6,7,"[0.16266337037086487, 0.052490849047899246, 0.5954869389533997, 3.7020511627197266, 0.5027413368225098, -1.3666621446609497, -1.9088586568832397, 0.1908545345067978]","[0.9074877500534058, -0.21080802381038666]",[],0.1,False,
2,6,8,"[-0.09629647433757782, -0.013006174936890602, 0.8150396347045898, 2.91467022895813, 0.35914087295532227, 1.071558952331543, -2.296358108520508, 0.1907765418291092]","[0.43524086475372314, 0.7705548405647278]",[],0.1,False,
2,6,9,"[-0.15687629580497742, 0.01471281610429287, 0.6136274933815002, 2.990912437438965, -0.23254776000976562, 1.8776353597640991, -1.7737938165664673, 0.378315269947052]","[0.7474765181541443, 0.762729823589325]",[],0.1,False,
2,6,10,"[0.14706194400787354, 0.2135542929172516, 0.2636747360229492, 3.8605117797851562, -0.694913387298584, -1.1742310523986816, -0.3353586792945862, -0.07916578650474548]","[0.40377077460289, -0.754387378692627]",[],0.1,False,
2,6,11,"[-0.056018758565187454, -0.09428472071886063, -0.5796031951904297, 3.186955451965332, -0.11568880081176758, -0.023312758654356003, -0.9314283132553101, 0.6222149729728699]","[0.7259456515312195, 0.0838255062699318]",[],0.1,False,
2,7,0,"[0.17632190883159637, 0.1603953242301941, -1.627676010131836, 2.69960618019104, 0.1477217674255371, -1.0930310487747192, -0.39140355587005615, -0.08791185170412064]","[-0.02667192928493023, 0.474483847618103]",[],0.1,False,
2,7,1,"[0.20154795050621033, -0.15418648719787598, -2.0058631896972656, 2.8413472175598145, 0.9159717559814453, -2.1528818607330322, -0.9783720374107361, -0.03644515201449394]","[-0.5534572005271912, -0.004506770055741072]",[],0.1,False,
2,7,2,"[0.045525241643190384, 0.21596190333366394, 0.33028411865234375, 3.5157947540283203, -0.3448925018310547, -0.8256214261054993, -0.40553581714630127, 0.696062445640564]","[-0.20893661677837372, 0.9241543412208557]",[],0.1,False,
2,7,3,"[-0.11580297350883484, -0.07889746874570847, -0.3664073944091797, 3.31309175491333, 0.2356553077697754, -0.5579181909561157, -1.2357691526412964, -1.0714473724365234]","[-0.9295607805252075, 0.5740925073623657]",[],0.1,False,
2,7,4,"[0.1801813840866089, -0.08967392146587372, -0.6583242416381836, 2.8245925903320312, -0.9905285835266113, -1.0746543407440186, -0.5075061321258545, -0.49427804350852966]","[-0.9183526039123535, 0.7229580879211426]",[],0.1,False,
2,7,5,"[0.2571972608566284, 0.22023916244506836, 0.01086699590086937, 3.2453956604003906, 1.21632719039917, -1.423990249633789, -1.7485051155090332, 0.9414922595024109]","[0.28570032119750977, -0.15609049797058105]",[],0.1,False,
2,7,6,"[0.011591605842113495, -0.028498608618974686, -1.4521126747131348, 2.9044761657714844, -1.0800139904022217, -0.38285037875175476, 0.02764749526977539, 0.6253876090049744]","[-0.7128400206565857, 0.3675100803375244]",[],0.1,False,
2,7,7,"[0.23966234922409058, 0.032656893134117126, 0.4142078459262848, 3.571399688720703, 0.5295939445495605, -1.875063180923462, -1.0093026161193848, 0.32132577896118164]","[0.8292359113693237, -0.4388887584209442]",[],0.1,False,
2,7,8,"[-0.05610790103673935, 0.052681148052215576, 0.9672613143920898, 2.8856728076934814, 0.38918542861938477, 1.577197551727295, -0.2083587348461151, 0.3279014825820923]","[-0.813512921333313, -0.5636270642280579]",[],0.1,False,
2,7,9,"[-0.0932251363992691, 0.08172138780355453, 0.8431109189987183, 2.956709146499634, -0.1767745018005371, 2.2968826293945312, -0.5329608917236328, 0.548875093460083]","[0.5323188304901123, 0.6173814535140991]",[],0.1,False,
2,7,10,"[0.18186727166175842, 0.15022914111614227, 0.1462535858154297, 3.768115997314453, -0.7028288841247559, -1.1742310523986816, -1.316358208656311, -0.07916578650474548]","[0.9140331149101257, 0.1523945927619934]",[],0.1,False,
2,7,11,"[0.006971072871237993, -0.08647453039884567, -0.5819301605224609, 3.0349526405334473, -0.0534663200378418, -0.023312758654356003, -1.9124277830123901, 0.6222149729728699]","[-0.8780023455619812, -0.9508049488067627]",[],0.1,False,
2,8,0,"[0.17390476167201996, 0.20046205818653107, -1.7735061645507812, 2.719660520553589, 0.17961645126342773, -1.2594163417816162, -0.5438249707221985, 0.12539875507354736]","[-0.7352840304374695, 0.9921187162399292]",[],0.1,False,
2,8,1,"[0.15461471676826477, -0.15454304218292236, -2.2808990478515625, 2.8432793617248535, 0.8674507141113281, -2.489574670791626, -0.9071139097213745, -0.23933659493923187]","[-0.782694935798645, 0.3469620645046234]",[],0.1,False,
2,8,2,"[0.0276468638330698, 0.2628084123134613, 0.23792266845703125, 3.608553886413574, -0.18258953094482422, -0.8341503739356995, -0.6539135575294495, 0.9298384189605713]","[-0.056001849472522736, -0.6794431805610657]",[],0.1,False,
2,8,3,"[-0.1935119330883026, -0.026161454617977142, -0.3525581359863281, 3.386603832244873, 0.11529397964477539, -0.09844446182250977, 0.0009744167327880859, -1.1443809270858765]","[-0.05170528218150139, -0.579287052154541]",[],0.1,False,
2,8,4,"[0.09937403351068497, -0.029428614303469658, -0.7958059310913086, 2.8413124084472656, -1.0509364604949951, -1.314893364906311, -0.29917994141578674, -0.5817623138427734]","[0.4988800883293152, 0.7928056716918945]",[],0.1,False,
2,8,5,"[0.25720152258872986, 0.2074025422334671, -0.15796156227588654, 3.0736074447631836, 1.3326869010925293, -1.8198976516723633, -1.7868664264678955, 1.269967794418335]","[0.7050231099128723, -0.38083139061927795]",[],0.1,False,
2,8,6,"[-0.049788396805524826, 0.005042726639658213, -1.4752578735351562, 3.1608991622924805, -1.022144079208374, -0.35075637698173523, 0.027170807123184204, 0.6168765425682068]","[0.8359808325767517, -0.48361772298812866]",[],0.1,False,
2,8,7,"[0.2524101734161377, -0.004773041233420372, 0.16011852025985718, 3.544018268585205, 0.5645318031311035, -2.194856643676758, -1.216217041015625, 0.3289269804954529]","[-0.9394773840904236, -0.9343460202217102]",[],0.1,False,
2,8,8,"[-0.1283508539199829, 0.006249604746699333, 1.1249799728393555, 2.8059768676757812, 0.42197513580322266, 1.577197551727295, -1.1893582344055176, 0.3279014825820923]","[-0.1312040388584137, 0.5180738568305969]",[],0.1,False,
2,8,9,"[-0.047415558248758316, 0.13542088866233826, 1.095089077949524, 3.0358521938323975, -0.08217620849609375, 2.3735477924346924, -0.4333336353302002, 0.7162538170814514]","[-0.7269629836082458, -0.8885822892189026]",[],0.1,False,
2,8,10,"[0.25870078802108765, 0.16280291974544525, -0.09770965576171875, 3.846599578857422, -0.6272058486938477, -1.5384339094161987, -1.0033233165740967, 0.17787523567676544]","[-0.3948678970336914, -0.6886802315711975]",[],0.1,False,
2,8,11,"[-0.06841877847909927, -0.16925710439682007, -0.5636959075927734, 3.2471580505371094, -0.08857870101928711, 0.017201976850628853, 0.058277323842048645, 0.1699330359697342]","[-0.3696686029434204, -0.8154284358024597]",[],0.1,False,
2,9,0,"[0.11085005849599838, 0.2657712996006012, -1.9737663269042969, 2.909449577331543, 0.34621620178222656, -1.3445202112197876, -0.5576359629631042, 0.393698513507843]","[-0.17794035375118256, -0.646438479423523]",[],0.1,False,
2,9,1,"[0.08778990805149078, -0.12423828989267349, -2.572469711303711, 2.883399486541748, 0.7986512184143066, -2.722813129425049, -0.6017381548881531, -0.438772976398468]","[0.5056113600730896, -0.595689594745636]",[],0.1,False,
